Name,Category,Sub-Category,Price,Competitor Price,Color,Size,Stock,CARE,Texture,Finish,Feel,Quality,Notes,Important Note,Images,Project Images,Product URL
VEGAS GREEN,Closeouts,,$247.50,$346.50,DARK FOREST GREEN,Approx 66 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Vegas Green is a very nice leather at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen admired, lived on and most of all enjoyed. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/9/k979_vegas_green_c1_1_4.jpg,,https://www.leatherhidestore.com/k979-d-vegas-green.html
SMOKE SHOW,Closeouts,,$225.15,$299.25,GREY WITH LIGHT UNDERTONES,Approx 57 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,LOW SHEEN,VERY SOFT,EXCELLENT,Smoke Show is a gorgeous leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_47.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32677/
SMOKE SHOW,Closeouts,,$264.65,$351.75,GREY WITH LIGHT UNDERTONES,Approx 67 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,LOW SHEEN,VERY SOFT,EXCELLENT,Smoke Show is a gorgeous leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_47_1.jpg,,https://www.leatherhidestore.com/k1098-a-smoke-show-1.html
BRUNSWICK GREEN,Closeouts,,$183.75,$257.25,OLIVE GREEN,APPROX. 49 sq ft. *Photo table is 5 ft wide,STOCK ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,This is very nice leather at an excellent price! Approx Weight 2.6 - 3.0 oz / sq ft. Approx thickness 1.0 - 1.2 mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/i/m/img_0215_1_1.jpg,,https://www.leatherhidestore.com/k574-brunswick-green-1.html
STORMY MONDAY,Closeouts,,$188.60,$299.00,RICH DARK GREY,APPROX 46 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT WITH LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Stormy Monday is a  full aniline-dyed leather that has a deep, rich patina (color). Because aniline dyes are absorbed differently across the hide, the color has ""depth"" as slight variations in tones create a stunning vintage look. As part of the tanning process Stormy Monday is infused with a blend of oil and waxes giving it the prized, yet subtle, pull-up effect. The ""pull up"" is a soft burst of lighter tones that results from the leather being pulled or stretched during upholstering. Stormy Monday may have very slight color variations within the hide and from hide to hide as is common with premium aniline-dyed leather. Please note that some subtle natural markings such as brands, healed scratches and scars will be present and are considered the signature of fine leather. Get this premium full grain leather at a price anyone can afford. Order a sample before these hides are gone.  Approx Weight 2.6 oz/sq ft. Approx Thickness 1.0-1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k828_stormy_monday_whole_c1_1_1_1_1.jpg,,https://www.leatherhidestore.com/k828-c%20stormy%20monday.html
VEGAS GREEN,Closeouts,,$225.00,$315.00,DARK FOREST GREEN,Approx 60 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Vegas Green is a very nice leather at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen admired, lived on and most of all enjoyed. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/9/k979_vegas_green_c1_1_1.jpg,,https://www.leatherhidestore.com/k979-a-vegas-green.html
THUNDERSTORM DISTRESS,Closeouts,,$263.50,$418.50,PEWTER GREY,Approx 62 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,SOFT WITH A WAXY FEEL,FULL-GRAIN,This is a beautiful heavy-weight leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_55.jpg,,https://www.leatherhidestore.com/k1109-salted-caramel-distress-3.html
SUMMER STORM,Closeouts,,$233.70,$370.50,2-TONED DARK GREY,APPROX. 57 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Summer Storm is a beautiful leather at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. This hide offers everything necessary to make a lasting impression, with a stylish two-toned color that will compliment any project. It's meant to be seen, admired, lived on, and most of all enjoyed. Order a sample today before these hides are gone so you can see, and feel, how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1042_summer_storm_c1.jpg,,https://www.leatherhidestore.com/k1042-summer-storm.html
MECHANICAL GREY,Closeouts,,$198.75,$278.25,DARK GREY,APPROX 53 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Mechanical Grey is a very nice leather at an excellent price. This leather is tanned on European hides and finished in Italy, and can be used for a wide variety of purposes. Whether it's residential - from smaller crafts to furniture upholstery - to commercial, this leather is durable enough to stand up to the demands of an automotive, aircraft, or marine application. Order a sample today to experience it for yourself in your home, car, plane, or boat today! Approx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k885_mechanical_grey_c3.jpg,,https://www.leatherhidestore.com/k885%20mechanical%20grey.html
GRAPHITE DUST,Closeouts,,$192.50,$262.50,FLAT GREY,Approx 50 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Graphite Dust is a gorgeous leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_53.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32702/s/k1105-graphite-dust/category/1984/
METALLIC 18,Closeouts,,$238.00,$378.00,GOLD,APPROX 56 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,METALLIC,VERY SOFT,EXCELLENT,Metallic 18 has a beautiful soft shimmer and a silky smooth feel. LHS is proud to offer this premium leather at an exceptional price! Approx Weight 2.6–3.0 oz/sq.ft. Approx Thickness 1.0–1.2 mm.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/m/e/metallic18-4.jpg,,https://www.leatherhidestore.com/metallic-18-leather-upholstery.html
SCOTTISH HIGHLANDS,Closeouts,,$232.50,$325.50,SMOKEY GREY,Approx 62 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Scottish Highlands is a very nice leather at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen admired, lived on and most of all enjoyed. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/9/k972_scottish_highlands_c3.jpg,,https://www.leatherhidestore.com/k972-scottish-highlands.html
